id,context,question,answer
237,"Recognising that women are under-represented in our workforce (see Diversity below), we implement rules for the compensation of non-unionised employees based on gender-independent salary ranges. Currently, any differences in the compensation of men and women are primarily due to different seniorities.",What is the primary reason for any current difference in the compensation of men and women?,different seniorities
70,"Feedback received from our employees suggested there was an even greater appetite to support charities. Therefore, as part of a wider range of key enhancements to our employee benefits this year we have created a new programme.","What did the feedback from their employees, suggesting there was an even greater appetite to support charities, lead to?",as part of a wider range of key enhancements to our employee benefits this year we have created a new programme
1978,During the year GoCompare made minority investments in MortgageGym Limited and Souqalmal Holdings Limited. The process of determining the fair value of these equity investments is inherently judgemental due to the companies being unquoted and by virtue of them being in a start-up phase.,What caused the process of determining the fair value of these equity investments to be inherently judgmental?,the companies being unquoted and by virtue of them being in a start-up phase
1659,"The Board sets the Company's values and objectives and ensures that its obligations to Shareholders are met. It has formally adopted a schedule of matters that are required to be brought to it for decision, thus ensuring that it maintains full and effective control over appropriate strategic, financial, and operational matters.",What is the result of the Board adopting a schedule of matters that are required to be brought to it for decision?,"ensuring that it maintains full and effective control over appropriate strategic, financial, and operational matters"
31,"Our business model is focused on clients' needs and desired investment outcomes, rather than a product-led approach to engagement. This approach results in higher client satisfaction and therefore low redemption rates. We measure this by RIA.",What is the result of higher client satisfaction?,low redemption rates
189,"In order to release investment capacity to support UL2L prioritisation we have cancelled all development programmes where we cannot identify a commercial partnership and do not believe we can commercialise the opportunity ourselves. As a consequence, £7.2m of balance sheet investment in these products has been impaired.",What has led to the impairment of £7.2 million in balance sheet investments in these products?,In order to release investment capacity to support UL2L prioritisation we have cancelled all development programmes where we cannot identify a commercial partnership and do not believe we can commercialise the opportunity ourselves
1190,"• Non-current assets increased to £452.3 million mainly due to the acquisition of Apex (£28.7 million), a 33.0% share of Medical Ethics (£11.0 million) and acquired intangibles for Animal Ethics (£30.1 million).",What were the main reasons non-current assets increased to £452.3 million?,"the acquisition of Apex (£28.7 million), a 33.0% share of Medical Ethics (£11.0 million) and acquired intangibles for Animal Ethics (£30.1 million)"
22,"This strengthen leads to growing end-user demand which is relatively unaffected by economic cycles, thereby mitigating against the risk of a downturn.",What is the effect of the strengthening?,growing end-user demand which is relatively unaffected by economic cycles
227,"Patrick Larmon President and CEO, North America Although our business serving the food processor sector has experienced margin pressures due to the continuing consolidation of several large customers, we have again delivered strong sales and operating profit growth.",What factor is behind their business experiencing margin pressures?,the continuing consolidation of several large customers
1461,$14.0 All-in sustaining cost ($/silver equivalent oz) 6.4 m Production (silver equivalent oz) Strategy in action Exploring a rich area Links to strategy. We have not conducted exploration at our high grade deposit in southern Argentina for a number of years due to the political and economic situation.,What does the political and economic situation entail?,We have not conducted exploration at our high grade deposit in southern Argentina for a number of years
1501,The main causes of turnover include organisational restructuring and personal and professional improvements.,What are the main factors of replacing staff?,organisational restructuring and personal and professional improvements
1058,"Underlying profit before tax was £11.0 million in the year to December 2017 (2016: £11.8 million). Reported profit before was £4.5 million in the year to December 2017 (2016: £6.6 million), due to lower underlying operating profit and an increase in highlighted items compared with 2016.","What caused the reported profit before tax to decrease to £4.5 million in the year to December 2017, down from £6.6 million in 2016?",lower underlying operating profit and an increase in highlighted items compared with 2016
1490,"We expect to deploy Capex at a typical rate of approximately £15-25 million per annum. The depth of opportunities across the portfolio enables us to focus investment on those with the strongest impact and thereby provides flexibility, allowing us to respond dynamically to any changes in occupier demand",What allows them to respond dynamically to any changes in occupier demand?,flexibility
67,"The significant revenue base in the MA division is due to Biodose Services and the inherent characteristics of its homecare business model. The business model requires high-value medicines to be dispensed and delivered to patients at home, which results in high levels of revenue and costs.",What is the cause of the high levels of revenue and costs?,The business model requires high-value medicines to be dispensed and delivered to patients at home
572,"3 A lower fee environment and the impact on our business model of margin attrition due to: – Changes in investor demand, driven by derisking, or a focus on lower fee margin products – Compressed investment returns leading to greater fee sensitivity – Moves towards vertical integration.","What did derisking, or focusing on lower fee margin products, result in?",Changes in investor demand
1124,"Stock reduction remains a key priority. Stock levels reduced in the year to £15.3m (2016: £17.4m) primarily due to movements in foreign exchange. In addition, the initiatives and incentives now in place are beginning to reduce slow moving stock across the Group and we anticipate making further progress in 2018.",What reason led to stock levels reducing to £15.3 million in 2017 from £17.4 million in 2016?,movements in foreign exchange
1503,"This risk map, with the risks covered being aligned with the strategy defined by the company, covering various time horizons and with its list of indicators for periodic monitoring, is presented to the governing bodies by the senior management responsible for risk management. Additionally, faced with the increased interest in management and control of the risks that the company is exposed to and given the complexity that such identification takes on from an overall perspective, the participation of employees at all levels in this process is important. Hence, a risk mailbox has been created where employees can contribute to identifying market risks and propose mitigation measures, thus complementing the top-down systems of management and control of existing risks and the mailboxes and specific procedures for sending communications related to ethical breaches, criminal risks and occupational health and safety.",What did the importance of the participation of employees at all levels in this process due to the increased interest in management and control of the risks that the company is exposed to and because of the complexity that such identification takes on from an overall perspective bring about?,"a risk mailbox has been created where employees can contribute to identifying market risks and propose mitigation measures, thus complementing the top-down systems of management and control of existing risks and the mailboxes and specific procedures for sending communications related to ethical breaches, criminal risks and occupational health and safety"
1747,"• Product or service quality and customer satisfaction: the customer is the focal point of Indra’s activity; for this reason, the company maintains the necessary certifications to ensure the quality of the products and services it offers and conducts a customer satisfaction survey in order to detect areas in which it may improve. See Section 6 of this report.",What are the effects of the customer being the focal point of Indra’s activity?,the company maintains the necessary certifications to ensure the quality of the products and services it offers and conducts a customer satisfaction survey in order to detect areas in which it may improve
9,"Committee's assessment of internal control and risk management arrangements In light of its work, the Committee was content with the effectiveness of the Group's processes governing financial and regulatory reporting and controls, its culture, ethical standards and its relationships with regulators.",What was the impact of its work?,"the Committee was content with the effectiveness of the Group's processes governing financial and regulatory reporting and controls, its culture, ethical standards and its relationships with regulators"
1997,Inability to obtain necessary water concessions because of government control or private interests.,What causes the inability to obtain necessary water concessions?,government control or private interests
1599,Principle 11 applies to the launch of new investment companies and is therefore not applicable to the Company.,Why is Principle 11 not applicable to the Company?,Principle 11 applies to the launch of new investment companies
673,"Based on performance to 31 December 2017, 30% of the share award made under the 2015 PSA will vest in March 2018, driven by strong progress against long-term strategic targets. We introduced strategic objectives in the PSA in 2015 as we believed it was important for management to be focused.",What is the reason 30% of the share award made under the 2015 PSA will vest in March 2018?,performance
1221,"As a result of the mitigations in place, the exposure to this risk has decreased sufficiently for the Board to consider that it is not currently a principal risk. Risks and uncertainties where the net impact has increased since prior year, and which are now considered principal risks and uncertainties.",What did the mitigations in place lead to?,the exposure to this risk has decreased sufficiently for the Board to consider that it is not currently a principal risk
603,"Whilst the Group has made good progress in relation to its IRB project, further clarity on the BCBS proposals is still awaited, particularly those relating to new capital floors. As a result, this risk is considered to have remained stable during the year.",What is the cause of this risk being considered to have remained stable during the year?,"further clarity on the BCBS proposals is still awaited, particularly those relating to new capital floors"
352,"The Board has reviewed the timeframe over which it makes this assessment and continues to believe that three years is the appropriate timeframe to assess viability. This conclusion is reached as a result of: • alignment with detailed planning undertaken for a period of three years within the strategic planning process, which is used by the Group in assessing business performance and taking strategic decisions; • the relatively short-term nature of some of our more significant risks, such as the potential for disruption in our customer-facing markets, where we monitor the risks and available mitigations frequently; • the commodity markets in which the Group operates where transparent and executable pricing is generally only available for a three-year period, allowing market-based information to be used within our forecasts for this period; and • increasing uncertainty inherent in estimations beyond this period.",What are the factors influencing the Board's conclusion that three years is the appropriate timeframe to assess viability?,"alignment with detailed planning undertaken for a period of three years within the strategic planning process, which is used by the Group in assessing business performance and taking strategic decisions; • the relatively short-term nature of some of our more significant risks, such as the potential for disruption in our customer-facing markets, where we monitor the risks and available mitigations frequently; • the commodity markets in which the Group operates where transparent and executable pricing is generally only available for a three-year period, allowing market-based information to be used within our forecasts for this period; and • increasing uncertainty inherent in estimations beyond this period"
1722,"Due to requirements associated with the Group's premium listing and to comply with Companies Act 2006 requirements, shareholders will be asked to specifically approve the Policy at the upcoming 2018 Annual General Meeting.",What factors account for the shareholders being asked to specifically approve the Policy at the upcoming 2018 Annual General Meeting?,requirements associated with the Group's premium listing and to comply with Companies Act 2006 requirements
190,"The PBT threshold was met and 30.9% on the scorecard and all personal objectives were achieved. However, no element of the bonus paid out given that such payment would have brought PBT below its threshold target.",Why no element of the bonus paid out?,such payment would have brought PBT below its threshold target
297,"Our business model is focused on clients' needs and desired investment outcomes, rather than a product-led approach to engagement. This approach results in higher client satisfaction and therefore low redemption rates. We measure this by RIA.",What accounts for the higher client satisfaction and low redemption rates?,"Our business model is focused on clients' needs and desired investment outcomes, rather than a product-led approach to engagement"
1055,"Also, as previously announced, due to work commitments, María Dolores Dancausa has decided to step down as a Non-Executive Director of the Company at the conclusion of the Annual General Meeting on 17 May 2018.",What were the implications of María Dolores's work commitments?,María Dolores Dancausa has decided to step down as a Non-Executive Director of the Company at the conclusion of the Annual General Meeting on 17 May 2018
1627,These are some of the Intertek strengths that enable us to live and fulfil our Core Purpose of 'Bringing Quality and Safety to Life'. But they would not be so effective without a clearly defined organisational structure based around an operating model that always puts the customer first.,What do Intertek's strengths facilitate?,to live and fulfil our Core Purpose of 'Bringing Quality and Safety to Life'
1639,Inflows of $0.4 billion into Currency for Return mandates in the year alongside sterling translation effects resulted in a 25% increase to related management fees for the year. Total Multi-product management fees decreased by 23% as a consequence of net outflows of -$0.5 billion in the year.,What accounts for a 25% increase in related management fees for the year?,Inflows of $0.4 billion into Currency for Return mandates in the year alongside sterling translation effects
175,"As with any economic forecasts, the projections and likelihoods of occurrence are subject to a high degree of inherent uncertainty and therefore the actual outcomes may be significantly different to those projected. The Group considers these forecasts to represent its best estimate of the possible outcomes",Why may the actual outcomes be significantly different to those projected?,"As with any economic forecasts, the projections and likelihoods of occurrence are subject to a high degree of inherent uncertainty"
147,"The strength of our solution, combined with a large marketing investment from the Televisa Group, resulted in the solution being deployed across more than 670,000 set-top boxes by the end of March 2017.","What factors led to the solution being deployed across more than 670,000 set-top boxes by the end of March 2017?","The strength of our solution, combined with a large marketing investment from the Televisa Group"
1883,"2018 was a complex year due to the merge with Zodiac and the change in shareholder structure, which prompted a reshaping of the Board of Directors based on the merge negotiations. The merge changed the balance of gender parity on the Board, and at present the one female board member is no longer there.",What made 2018 a complex year?,"the merge with Zodiac and the change in shareholder structure, which prompted a reshaping of the Board of Directors based on the merge negotiations"
1564,Acinetobacter baumannii infections have become increasingly difficult to treat because of the emergence of strains that are resistant to all drugs.,What do the increasing difficulties in treating Acinetobacter baumannii infections arise from?,the emergence of strains that are resistant to all drugs
767,"The forecasts for Spain in 2019 point to continued growth, though at gradually decreasing rates, mainly due to slower growth in export markets, resulting in GDP growth in the region of 2.2%.",What is the implication of slower growth in export markets in the context of Spain’s 2019 forecasts pointing to continued growth at gradually decreasing rates?,GDP growth in the region of 2.2%
285,We also announced the departure of both Colin Smith and David Smith from the Board in 2017. In both cases outstanding PSP awards were pro-rated and will vest at the normal time against achievement of the relevant performance conditions. The 2015 PSP awards have lapsed as the targets were not met. Neither Colin nor David participated in any incentive plans in 2017. David Smith's contractual payments were mitigated due to his external appointment to QinetiQ.,What was the effect of David Smith's external appointment to QinetiQ?,David Smith's contractual payments were mitigated
1772,"All the Directors are resident in the UK and their biographical details, which are set out on page s 26 and 27, demonstrate the wide range of skills and experience that they bring to the Board. In view of the Company's size and as the Board is comprised of only five Directors, all of whom are independent, the Board considers it sensible for all the Directors to be members of the Audit Committee and of the Nomination and Remuneration Committee.",What is the impact of the Company's small size and having a Board comprised of only five independent Directors?,the Board considers it sensible for all the Directors to be members of the Audit Committee and of the Nomination and Remuneration Committee
364,Based on a preliminary investigation the Company believes the root cause of the issue originated with the design of an ancillary system and is not a result of a flaw in the core Velocys FT technology,What does the Company believe to be the root cause of the issue based on the preliminary investigation?,the design of an ancillary system and is not a result of a flaw in the core Velocys FT technology
888,There are no specific provisions for compensation on early termination (except for payment in lieu of holidays accrued but untaken) or loss of office due to a change of ownership of the Company. The Committee reserves the right to make additional payments where such payments are made in good faith: (a) in discharge of an existing legal obligation (or by way of damages for breach of such an obligation); or (b) by way of settlement or compromise of any claim arising in connection with the termination of an Executive Director's office or employment.,What reason leads to a loss of office that offers no compensation?,a change of ownership of the Company
1621,"Christopher Mills represents a major shareholder, Harwood Capital LLP and is, therefore, not considered to be ""independent"" within the definition of that term contained in the Code.","Why is Christopher Mills not considered to be ""independent"" according to the Code?","Christopher Mills represents a major shareholder, Harwood Capital LLP"
351,"The evolution during the year can be differentiated in two periods, a highly positive first semester, driven by better prices, derived from a product mix with a higher added value, a greater balance between the supply and demand and the dynamism in the American OCTG market. That semester closed with an EBITDA of €14.4m. Despite the growth in sales, the second semester was burdened by the slowing of investment in the oil sector due to the drop in the price of crude and the duty of 25 percent imposed on steel imports to the United States, which negatively afflicted the GROUP'S sales, closing the semester with an EBITDA of €4.3m.",What explains a highly positive first semester which closed with an EBITDA of €14.4m?,"better prices, derived from a product mix with a higher added value, a greater balance between the supply and demand and the dynamism in the American OCTG market"
1416,Based on the average share price over the last quarter of 2017 of $148.21. The 2015 SAR awards are currently underwater given their strike price of $245.48 and are therefore valued at $0.,Why are 2015 SAR awards currently underwater?,their strike price of $245.48
18,"Total revenue increased by 1.7% to £4,221.7m with the combination of strong remarketing performance and the annual uplift in mobility allowances (increased by 1% from April 2017) more than offsetting the marginal reduction in customer numbers.",What factors contributed to more than offsetting the marginal reduction in customer numbers?,"Total revenue increased by 1.7% to £4,221.7m with the combination of strong remarketing performance and the annual uplift in mobility allowances (increased by 1% from April 2017)"
1026,Organic growth is a key strategic objective for the business and the risk factors involved are considered to be consistent with the prior year in view of those territories that have been targeted.,What explains the risk factors involved being considered consistent with the prior year?,those territories that have been targeted
440,"The decline in consumable revenues was offset by margin improvements, primarily as a result of process efficiencies in probe manufacture. Gross profit on consumables was flat at £4,312,000 (2016: £4,306,000). Gross margin on consumables was 82% (2016: 74%).",What was the effect of process efficiencies in probe manufacture?,The decline in consumable revenues was offset by margin improvements
1342,"On 7 December 2016, the Lord Chancellor announced a review into the discount rate for personal injury damages awards (the 'Ogden rate'), which is used by UK courts in the calculation of personal injury lump sum settlements. On 27 February 2017, it was announced that there will be a reduction in the Ogden rate from 2.5% to minus 0.75% with effect from 20 March 2017. The Group has therefore adopted a discount rate of minus 0.75% in estimating claims liabilities in existence at 31 January 2017, which has increased both gross insurance technical provisions and the reinsurance claims outstanding by c. £3m.",What motivated the Group's discount rate of minus 0.75% in estimating claims liabilities existing at 31 January 2017?,"On 27 February 2017, it was announced that there will be a reduction in the Ogden rate from 2.5% to minus 0.75% with effect from 20 March 2017"
1850,"Net debt has increased from $61.8m to $73.1m at 30 September 2017, primarily due to the acquisition of Treasure Beach in May 2017. An additional $8.4m was added to the Bank of Nova Scotia loan facility and was fully drawn down at that point.",What was the main reason for net debt increasing from $61.8m to $73.1m at 30 September 2017?,the acquisition of Treasure Beach in May 2017
1887,Closure and rehabilitation provisions was a key audit matter due to the significant size relative to the Group's financial position and the level of judgement applied by us in evaluating management's estimates of the quantum and timing of future costs and assessing the rate used to discount the costs,What were the causes behind the classification of closure and rehabilitation provisions as a key audit matter?,the significant size relative to the Group's financial position and the level of judgement applied by us in evaluating management's estimates of the quantum and timing of future costs and assessing the rate used to discount the costs
386,"Production from the non-operated Elgin-Franklin field (5.2 per cent interest) was marginally below budget, averaging 5.4 kboepd (net). Strong underlying field performance, resulting from an ongoing infill drilling campaign, was offset by an extended summer maintenance shutdown needed to replace a large platform riser shutdown valve.",What was the cause of the strong underlying performance?,an ongoing infill drilling campaign
742,"Notwithstanding the provisos of the Articles, the UK Code requires all Directors of FTSE350 companies to retire annually. Therefore all the Directors who were elected at last year's AGM will retire at the forthcoming AGM and, being eligible, offer themselves for re-election with the exception of Michael Moule",Why will all the Directors who were elected at last year's AGM retire at the forthcoming AGM?,the UK Code requires all Directors of FTSE350 companies to retire annually
240,"As a consequence of the success of the touchscreen-enabled PIZZADOOR vending machine, ADIAL 's revenue has grown by over 30% per annum over the last four years.",What did the success of the touchscreen-enabled PIZZADOOR vending machine lead to?,ADIAL 's revenue has grown by over 30% per annum over the last four years
37,"As a Jersey-registered company, the Company is not subject to UK legislation. However, in light of the Company's listing on the London Stock Exchange, the Remuneration Committee reviewed its remuneration practices and reporting to reflect the UK Government's remuneration reporting reforms contained in the Enterprise and Regulatory Reform Act.",What were the implications of the Company's listing on the London Stock Exchange?,the Remuneration Committee reviewed its remuneration practices and reporting to reflect the UK Government's remuneration reporting reforms contained in the Enterprise and Regulatory Reform Act
1060,"The Woodsmith Mine and associated infrastructure will enable us to produce and sell up to 20 million tonnes per annum of our primary product, POLY4.",What will the Wordsmith Mine and associated infrastructure facilitate?,"to produce and sell up to 20 million tonnes per annum of our primary product, POLY4"
871,Based on the average share price over the last quarter of 2017 of $148.21. The 2015 SAR awards are currently underwater given their strike price of $245.48 and are therefore valued at $0.,Why are SAR awards valued at $0?,The 2015 SAR awards are currently underwater given their strike price of $245.48
778,"Final commitment to this offtake route and submission of an FDP in the timetable required by the OGA is, however, dependent upon the Arran field owners committing to development of the Arran field in the timeframe prescribed by the OGA. If the Arran development does not proceed as planned, Columbus cannot be developed through Shearwater on a stand-alone basis. The selection of this route has been made conditional on that decision being made to the satisfaction of Serica. Therefore, discussions on commercial arrangements will continue with the Lomond field operator, in the event that the Shearwater option does not mature in the requisite time frame.",What are the consequences of route selection being conditional upon the decision meeting Serica's satisfaction?,discussions on commercial arrangements will continue with the Lomond field operator
1841,"(i) a worse net sales mix with branded products, in which sales volumes rose but the net value was considerably reduced by promotion activities (with an impact of -€2.5 million), (ii) the smaller contribution by Roland Monterrat products owing to tougher price competition in the sandwich market (-€2 million) and (iii) cost inflation of raw and auxiliary materials, especially in the case of fragrant varieties, meat for fillings and transport, in spite of a positive performance by durum wheat (-€4.5 million overall).",What are the reasons behind the smaller contribution by Roland Monterrat products?,"tougher price competition in the sandwich market (-€2 million) and (iii) cost inflation of raw and auxiliary materials, especially in the case of fragrant varieties, meat for fillings and transport, in spite of a positive performance by durum wheat (-€4.5 million overall)"
1865,"Due to timing of the 2017 year-end process, the actual short-term incentive figures for all other employees had not been finalized by the date of this report. Therefore, the 2017 short-term incentive figures represent target figures multiplied by the 2017 Corporate Bonus Modifier score approved by the Committee in early February.",What was the effect of the timing of the 2017 year-end process?,the actual short-term incentive figures for all other employees had not been finalized by the date of this report
839,"Basic underlying earnings per share was 6.42p, an increase of 6.8% from 6.01p in 2016. On a constant currency basis, basic underlying earnings per share decreased by 0.8% due to a decrease in the effective tax rate from 30.1% to 29.0%",What impact did the decrease in the effective tax rate from 30.1% to 29.0% have?,"On a constant currency basis, basic underlying earnings per share decreased by 0.8%"
44,"EY have been the auditors of Sabre Insurance Company Ltd and of the previous parent companies of Sabre Insurance Company Ltd since 2001. Given that Sabre Insurance Company Ltd, the principal subsidiary of the Group, is now considered a Public Interest Entity (""PIE""), the transitional rules under the EU legislation will need to be considered to ensure compliance with new regulatory requirements for auditor rotation and audit practices.",What is the reason for considering the transitional rules under EU legislation to ensure compliance with the new regulatory requirements for auditor rotation and audit practices?,"Sabre Insurance Company Ltd, the principal subsidiary of the Group, is now considered a Public Interest Entity (""PIE"")"
91,The mean gender pay gap at Ibstock Brick is 7%. This is significantly lower than the UK average of 17 .4% and the average for companies in the construction sector of 18.1%. This is mostly due to demographics within the Company.,What factor led to the mean gender pay gap at Ibstock Brick being 7% and the construction sector average of 18.1%?,demographics within the Company
565,"Statutory operating profit increased by £4.7 million, or 5.1%, from £91.5 million in 2016 to £96.2 million in 2017 with margins increasing by 10 basis points to 5.3%. This increase was primarily due to benefits from the increase in sales volumes and the productivity improvements across the business.",What were the consequences of obtaining benefits from the increase in sales volumes and improving productivity across the business?,"Statutory operating profit increased by £4.7 million, or 5.1%, from £91.5 million in 2016 to £96.2 million in 2017 with margins increasing by 10 basis points to 5.3%"
1806,"Revenues have stayed broadly flat. Adjusted operating profit 1 has reduced to £82.0m (2016: £95.2m). Reported operating profit before other items reduced to a loss of £(6.3)m (2016: profit £113.9m), after writing off £88.3m as a result of the balance sheet review.",What did the balance sheet review lead to?,"Reported operating profit before other items reduced to a loss of £(6.3)m (2016: profit £113.9m), after writing off £88.3m"
1310,Driving a reduction in written complaints is important as it ensures we are resolving issues earlier for customers and ultimately building strong customer focus into all our processes to minimise complaints at any stage.,What are the consequences of placing importance on reducing written complaints?,it ensures we are resolving issues earlier for customers and ultimately building strong customer focus into all our processes to minimise complaints at any stage
130,It is no simple matter to quickly board several hundred passengers on the world’s largest passenger plane. This generates long waiting time for passengers and therefore dissatisfaction.,What is a common consequence of attempting the boarding of multiple people in the plane with the biggest passenger capacity?,long waiting time for passengers and therefore dissatisfaction
686,"The Committee consists of two independent non-Executive Directors: Sir Ian Carruthers (Chairman) and Simon Constantine. Christopher Mills, a non-Executive Director who is not considered to be independent because he represents shareholders controlling 28.1% of the Company's ordinary shares, also sits on the Committee.","What is the reason Christopher Mills, a non-Executive Director, is not considered independent?",he represents shareholders controlling 28.1% of the Company's ordinary shares
1837,"The average estimated time dedicated by each member of the committee to preparing for and participating in meetings held in 2018 was approximately four hours per meeting, with the chairman estimated to have spent double that time per meeting. Annual assessment of the functioning and performance of the committee and fulfilment of the goals set for 2018 The committee's effectiveness during 2018 was considered as part of the overall internal assessment of board effectiveness carried out internally this year. The committee considered the findings and suggested actions resulting from the review and related to the appointments committee. In 2018, the committee successfully addressed all the challenges put forward for the year and identified in the 2017 activities report. In particular, confirmed its leadership role in the proper composition of the board of directors achieving a broader geographical diversity as a result of the incorporation of Mr Alvaro Cardoso de Souza in 2018 and reviewing also its own composition avoiding the identity of its members with those of the remuneration committee, in line with the best practices. The self-assessment process positively rated both the composition of the committee and the very high degree of dedication among its members, as well as the chairman's leadership. The frequency and duration of its meetings were also found to be appropriate for its proper functioning and for the performance of their duties and that sufficient and accurate documentation was provided on the topics discussed, the proper presentation of which strengthened the quality of the debates among members and sound decision-making. 2019 priorities","What contributed to the confirmation of the leadership role in the proper composition of the board of directors achieving a broader geographical diversity and reviewing its own composition avoiding the identity of its members with those of the remuneration committee, in line with the best practices?",the incorporation of Mr Alvaro Cardoso de Souza in 2018
1350,S Dolton resigned as a Director on 1 January 2018 and his awards have therefore lapsed in accordance with the rules of the LTIP.,Why have S Dolton's rewards lapsed in accordance with the rules of the LTIP?,S Dolton resigned as a Director on 1 January 2018
1750,We were appointed by the Directors on 13th December 2017 to audit the financial statements for the year ended 31st December 2017 and subsequent financial periods. This is therefore our first year of uninterrupted engagement.,Why is this year their first year of uninterrupted engagement?,We were appointed by the Directors on 13th December 2017 to audit the financial statements for the year ended 31st December 2017 and subsequent financial periods
1881,"This is an increase of 8 percent on 2017 and has been possible thanks to greater involvement of the company’s professionals, the replication of best practices and harnessing synergies in its projects.",What factors prompted the 8% increase on 2017?,"greater involvement of the company’s professionals, the replication of best practices and harnessing synergies in its projects"
583,"At present, the methodology for implementing the equalisation is uncertain and thus the impact cannot be reliably measured. As a result, no allowance has been made for GMP equalisation in the calculation of the deﬁned beneﬁt obligation within these consolidated financial statements.",Why is there an inability to reliably measure the impact of implementing the equalisation at present?,the methodology for implementing the equalisation is uncertain
458,"The Committee considers that the 1.39 times the Final Determination stretch target remains challenging because it requires very significant outperformance on customer ODIs, financing and total expenditure efficiencies.",What is the reason the Committee considers the 1.39 times Final Determination stretch target to remain challenging?,"it requires very significant outperformance on customer ODIs, financing and total expenditure efficiencies"
1048,"In 2017, the Group's net debt position rose from £225m to £520m (excluding ITP Aero) largely reflecting the £273m free cash generation offset by shareholder payments of £214m and £286m covering payments due in 2017 for the financial penalties from agreements with investigating bodies. A further £378m of regulatory fines remain due to the SFO, with a payment schedule extending to 2021.",What was the reason for the persistence of an additional £378 million in regulatory fines?,"the SFO, with a payment schedule extending to 2021"
403,Recurring licence revenue accounted for 90 per cent of recognised revenues at £21.8m (FY2016: £8.2m: 85 per cent recognised revenues). Professional Services revenues increased to £2.2m (FY2016: £1.3m) mainly due to a significant increase in training revenues reflecting the significant growth in our customer base.,What did a significant increase in training revenues result in?,Professional Services revenues increased to £2.2m (FY2016: £1.3m)
1989,"At present, the methodology for implementing the equalisation is uncertain and thus the impact cannot be reliably measured. As a result, no allowance has been made for GMP equalisation in the calculation of the deﬁned beneﬁt obligation within these consolidated financial statements.",What factor explains why no allowance has been made for GMP equalisation in the calculation of the defined benefit obligation within these consolidated financial statements?,"At present, the methodology for implementing the equalisation is uncertain and thus the impact cannot be reliably measured"
563,"In 2018, the Group has continued to implement basic reading skills and general education programs in countries like Ecuador and Namibia. These programs allow a better educational level at an individual level for our staff. We have registered 62 employees in the Namibian College of Open Learning (Namcol), and 29 in Educational programs of Ecuador during the period 2016-2018. The Group, through NOVANAM, which contributes to education programs in the city of Lüderitz (Namibia) with day care for the children of the staff that work there, taking care of 86 boys and girls. In the social aspect, we continue with the important educational service in the school (CEPAC), in the Guatemalan locality of Champerico, which enrolls about 600 students each year, starting from kindergarten all the way to professional education.",What is the implication of the Group’s implementation of basic reading skills and general education programs in countries like Ecuador and Namibia in 2018?,a better educational level at an individual level for our staff
371,"During the year, individual Non-executive Directors visited the Shoeburyness and Boscombe Down sites in the UK and the Waltham site in the USA, as a result of specific requests.",What did specific requests lead to?,"During the year, individual Non-executive Directors visited the Shoeburyness and Boscombe Down sites in the UK and the Waltham site in the USA"
838,"Nick Parker Non-Executive Chairman 24 July 2017 Dear Shareholder, The Board As a Board we recognise the importance of high standards of corporate governance. The Company is listed on AIM and is therefore not required to comply with the UK Corporate Governance Code 2016 ('the Code').",What does it entail that the Company is listed on AIM?,is therefore not required to comply with the UK Corporate Governance Code 2016 ('the Code')
141,"Other expense, net increased by $85.0 million to $561.8 million for the year ended December 31, 2017 from $476.8 million in 2016, primarily due to a full year of interest expense incurred on borrowings used to fund the acquisition of Baxalta","What factor led to net income increasing by $85.0 million to $561.8 million for the year ended December 31, 2017?",a full year of interest expense incurred on borrowings used to fund the acquisition of Baxalta
517,"The significant revenue base in the MA division is due to Biodose Services and the inherent characteristics of its homecare business model. The business model requires high-value medicines to be dispensed and delivered to patients at home, which results in high levels of revenue and costs.",What generated the significant revenue base in the MA division?,Biodose Services and the inherent characteristics of its homecare business model
1703,Inflows of $0.4 billion into Currency for Return mandates in the year alongside sterling translation effects resulted in a 25% increase to related management fees for the year. Total Multi-product management fees decreased by 23% as a consequence of net outflows of -$0.5 billion in the year.,What did net outflows of -$0.5 billion in the year lead to?,Total Multi-product management fees decreased by 23%
1967,"The materials and water consumption increase caused an upward variation in the associated emissions, adjusted by the reduction in emissions linked to the use of products and services, thus yielding a virtually constant value for scope 3 emissions versus the previous year.",What were the results of the growth in material and water usage?,"an upward variation in the associated emissions, adjusted by the reduction in emissions linked to the use of products and services, thus yielding a virtually constant value for scope 3 emissions versus the previous year."
1298,"The business risk, and accordingly development risk level, for Alexander is assessed as unchanged since last year. This is mainly because of current interest and activity in the Company's technology, and the prevailing conditions and outlook for the mining and metals sector.",What are the reasons the business and development risk level for Alexander has been assessed as unchanged since last year?,"current interest and activity in the Company's technology, and the prevailing conditions and outlook for the mining and metals sector"
255,"In light of the structured performance evaluation, Patrick Reeve and Geoffrey Vero, both of whom are subject to re-election at the forthcoming Annual General Meeting, and Lyn Goleby who is subject to election at the forthcoming Annual General Meeting are considered to be effective Directors and demonstrate strong commitment to the role.","What is the reason Patrick Reeve, Geoffrey Vero, and Lyn Goleby are considered effective directors who demonstrate strong commitment to the role?",the structured performance evaluation
1652,Performance Share Plan Formally rebalance the performance measures and introduction of Strategic Objectives to the suite of performance measures enabling a more holistic approach to ensuring reward is fully aligned to Company performance.,What factors facilite a more holistic approach to ensuring reward is fully aligned to Company performance?,Performance Share Plan Formally rebalance the performance measures and introduction of Strategic Objectives to the suite of performance measures
