candidate_key,example_key,source_row,id,context,question,gold_answer,beam_rank,prediction,sequence_score,relative_beam_weight,verbatim_in_context,token_f1_with_gold,automatic_relation,review_batch,acceptance_status,error_type,acceptance_basis,blind_verification_sample,blind_verification_result,screening_rationale
v5_0329_197_beam5,v5_0329_197,329,197,"We were encouraged to see occupancy recover in H2 2017 which, together with the addition of Waves Hotel to the portfolio, led to a revenue increase of 5% over 2016.",What factors contributed to the 5% increase in revenue over 2016?,"We were encouraged to see occupancy recover in H2 2017 which, together with the addition of Waves Hotel to the portfolio",5,We were encouraged to see occupancy recover in H2 2017,-0.4202429950237274,0.167032531209198,True,0.6451612903225806,incomplete,4,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_0342_1451_beam1,v5_0342_1451,342,1451,"Increased competition has arisen due to high private and public investments in the UAE healthcare sector, as well as associated investments from new entrants and existing player partnerships.",What are the factors driving the increase in competition?,"high private and public investments in the UAE healthcare sector, as well as associated investments from new entrants and existing player partnerships",1,"high private and public investments in the UAE healthcare sector, as well as associated investments from new entrants",-0.4889638125896454,0.2560331836173374,True,0.9,incomplete,4,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0349_1177_beam5,v5_0349_1177,349,1177,"With barriers to entry in the traditional broad wealth management industry (as opposed to robo-advice and challenger entrants with extremely clean, simple, focused business lines), we expect further consolidation as a result of the high level of regulatory requirements and technology development costs.",What explains the further consolidation expected?,the high level of regulatory requirements and technology development costs,5,the high level of regulatory requirements,-1.3463377952575684,0.1022872899684303,True,0.7499999999999999,incomplete,4,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0352_656_beam5,v5_0352_656,352,656,The unchanged capacity and fall in revenue and underlying EBITDA in Foster Care is due to the competitive nature of the market as well the change to family assessments in the home. It is also due to capacity being reported on the basis of the children that carers are able,What reasons explain the unchanged capacity and the fall in revenue and underlying EBITDA in Foster Care?,the competitive nature of the market as well the change to family assessments in the home,5,the competitive nature of the market,-0.9180854558944702,0.1452455341903096,True,0.5454545454545454,incomplete,4,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a complete, meaningful portion of the gold answer while remaining usable."
v5_0366_1595_beam3,v5_0366_1595,366,1595,"The approach to data analytics performed by KPMG expands their audit coverage to 100% of revenue, which together with the data analytics performed by management has led to increased overall assurance in this area.",What are the factors contributing to the increase in overall assurance in this area?,"The approach to data analytics performed by KPMG expands their audit coverage to 100% of revenue, which together with the data analytics performed by management",3,The approach to data analytics performed by KPMG expands their audit coverage to 100% of revenue,-0.2734101116657257,0.2069824643487084,True,0.7317073170731707,incomplete,4,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_0372_1464_beam5,v5_0372_1464,372,1464,"As a consequence of my appointment on 2 May 2017 and, in particular, my independence on that date, this area of non-compliance no longer exists.",What factor explains that the are of non-compliance no longer exists?,"my appointment on 2 May 2017 and, in particular, my independence on that date",5,my appointment on 2 May 2017,-0.6771626472473145,0.1507715083396801,True,0.6,incomplete,4,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0380_1968_beam1,v5_0380_1968,380,1968,"Asset management sales and staircasing performed strongly this year, contributing £8.6 m (2016: £3.5m) to the overall surplus. This result is driven in part by increased numbers of units sold and in part by higher surplus per property due to the type of dwelling sold.","What factors contributed to the strong performance of asset management sales and staircasing this year, which added £8.6 million to the overall surplus?",in part by increased numbers of units sold and in part by higher surplus per property due to the type of dwelling sold,1,increased numbers of units sold and in part by higher surplus per property,-0.1022375151515007,0.3417298406314591,True,0.7222222222222222,incomplete,4,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_0385_1327_beam2,v5_0385_1327,385,1327,"Because the Manager aims to invest in companies that can compound shareholders' capital, but also aims to invest at a discount to intrinsic value, the portfolio tends to have both growth and value characteristics.",What reason explains why the portfolio usually has growth and value characteristics?,"the Manager aims to invest in companies that can compound shareholders' capital, but also aims to invest at a discount to intrinsic value",2,"Because the Manager aims to invest in companies that can compound shareholders' capital, but also aims to invest at a discount to intrinsic value",-0.1924405843019485,0.2078207270688934,True,0.9787234042553192,overextended,4,accepted,overextended,prior_manual_validation,no,,includes unnecessary leading causal connector
v5_0386_1431_beam3,v5_0386_1431,386,1431,"Based on their assessment and considerations, the Directors have concluded that they should continue to prepare the financial statements of the Company on a going concern basis and the financial statements have been prepared accordingly.",What happened as a result of their assessment and considerations?,the Directors have concluded that they should continue to prepare the financial statements of the Company on a going concern basis and the financial statements have been prepared accordingly,3,the Directors have concluded that they should continue to prepare the financial statements of the Company on a going concern basis,-0.3179416954517364,0.2065591955137044,True,0.8400000000000001,incomplete,4,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0388_152_beam5,v5_0388_152,388,152,"The total EEV profit before tax for the year was £1,289.1 million (2016: £1,198.4 million). The improvement is principally due to growth in the business between the two periods arising from both strong gross inflows and positive investment performance over the last twelve months.",What factors contributed to the improvement of EEV profit before tax?,growth in the business between the two periods arising from both strong gross inflows and positive investment performance over the last twelve months,5,growth in the business between the two periods,-0.3407142162322998,0.1832811472466787,True,0.5161290322580645,incomplete,4,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,"Omits a complete, meaningful portion of the gold answer while remaining usable."
v5_0404_1782_beam1,v5_0404_1782,404,1782,"Expensed administration costs in 2017 were reduced to £7.7 million (2016: £10.2 million) mainly due to an additional charge in 2016 of £2.0 million following a true-up of 2015 timewriting rates, and due to increased activity on operated assets (in particular Brasse) leading to a higher G&A recharge to assets.",What accounts for the reduction in expensed administration costs to £7.7 million in 2017?,"an additional charge in 2016 of £2.0 million following a true-up of 2015 timewriting rates, and due to increased activity on operated assets (in particular Brasse) leading to a higher G&A recharge to assets",1,an additional charge in 2016 of £2.0 million following a true-up of 2015 timewriting rates,-0.1322191506624221,0.2933595963278328,True,0.5714285714285713,incomplete,5,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0411_1455_beam1,v5_0411_1455,411,1455,"Other income comprises fund management fees, corporate finance fee income and other fees typically chargeable to the Group's portfolio companies for services including executive search and selection, legal and administrative support. Other income for the year increased to £6.1m (2016: £2.6m). The increase was largely due to the acquisition of Parkwalk Advisors in January and the resultant fund management related fees and commissions (£3.2m) which were consolidated into the Group's results for the first time.",What factors contributed to the increase in other income for the year to £6.1 million from £2.6 million in 2016?,the acquisition of Parkwalk Advisors in January and the resultant fund management related fees and commissions (£3.2m) which were consolidated into the Group's results for the first time,1,the acquisition of Parkwalk Advisors in January and the resultant fund management related fees,-0.6301392912864685,0.3510332606834282,True,0.6666666666666666,incomplete,5,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0418_433_beam1,v5_0418_433,418,433,"Average production reached 715 Kboe/d in 2018, which represents a 3% increase (+20.7 Kboe/d; +6.2 Kboe/d in liquids and 14.5 Kboe/d in gas) vs. 2017. This increase is primarily due to production in Libya and the launch of organic development projects in 2017 (Reggane in Algeria, Kinabalu in Malaysia, TROC and Juniper in Trinidad and Tobago, Shaw and Cayley in the United Kingdom and Sagari in Peru) and in 2018 (launch of the gas project Bunga Pakma in Malaysia and the connection of new wells in Marcellus in the United States), as well as the acquisition of the Visund field in Norway. These positive effects were offset by lower production in Venezuela and by the sale of the SK field in Russia in 2017. and MidContinent in the US.","What led to production reaching 715 Kboe/d in 2018, which represents a 3% increase (+20.7 Kboe/d; +6.2 Kboe/d in liquids and 14.5 Kboe/d in gas) vs. 2017?","production in Libya and the launch of organic development projects in 2017 (Reggane in Algeria, Kinabalu in Malaysia, TROC and Juniper in Trinidad and Tobago, Shaw and Cayley in the United Kingdom and Sagari in Peru) and in 2018 (launch of the gas project Bunga Pakma in Malaysia and the connection of new wells in Marcellus in the United States), as well as the acquisition of the Visund field in Norway",1,"production in Libya and the launch of organic development projects in 2017 (Reggane in Algeria, Kinabalu in Malaysia, TROC and Juniper in Trinidad and Tobago, Shaw and Cayley in the United Kingdom and Sagari in Peru)",-0.1426775753498077,0.3077082176197933,True,0.6728971962616822,incomplete,5,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0427_1278_beam3,v5_0427_1278,427,1278,"Continued strong operational delivery and a focus on customer experience and better procurement has driven the increase in operating profit, up 42% to £39.1m (2016: £27.5m) and an operating margin of 5.3% (2016: 4.3%). Performance in the second half of the year was particularly strong, with an operating margin of 6.2%, compared to a first half margin of 4.3%, due to the blend of higher margin contracts and the operational leverage benefit from increased activity in the second half.",What did the blend of higher margin contracts and the operational leverage benefit lead to?,"Performance in the second half of the year was particularly strong, with an operating margin of 6.2%, compared to a first half margin of 4.3%",3,a first half margin of 4.3%,-0.732245922088623,0.1906030607302619,True,0.3870967741935484,incomplete,5,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a meaningful leading causal or effect component, changing the answer."
v5_0431_1943_beam4,v5_0431_1943,431,1943,"As a consequence of this review the Committee is proposing a number of amendments to the annual bonus plan and to the long-term incentive arrangements. This will necessitate a revision of the current remuneration policy, which is being submitted to shareholders for approval at the annual general meeting.",What does this review result in?,the Committee is proposing a number of amendments to the annual bonus plan and to the long-term incentive arrangements,4,the Committee is proposing a number of amendments to the annual bonus plan,-0.7790985703468323,0.150444146626784,True,0.8125000000000001,incomplete,5,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0432_1329_beam3,v5_0432_1329,432,1329,"The non-standard nature of the properties within the commercial mortgage portfolio means that there are also a number of loans that are not past due or are past due by less than three months at the reporting date, but where objective evidence indicates that losses are likely. A total individual impairment provision of £7.7m (2016: £8.4m), as shown in note 16 to the Accounts, is held against these accounts and the individually impaired loans in the above tables.",What are the implications of the non-standard nature of the properties within the commercial mortgage portfolio?,"there are also a number of loans that are not past due or are past due by less than three months at the reporting date, but where objective evidence indicates that losses are likely",3,there are also a number of loans that are not past due or are past due by less than three months at the reporting date,-0.2099979072809219,0.1934905620521304,True,0.8135593220338982,incomplete,5,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,"Omits a complete, meaningful portion of the gold answer while remaining usable."
v5_0436_421_beam5,v5_0436_421,436,421,"The oil distribution business saw sales volumes decline 3.5%, which was a resilient performance given the mild weather conditions, with ambient temperatures during winter and spring higher than the prior year. Our continued good performance can be attributed to our product offer and excellent levels of customer service.",What factors account for their ongoing good performance?,our product offer and excellent levels of customer service,5,our product offer,-2.570375680923462,0.0356485087681739,True,0.5,incomplete,5,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0444_641_beam4,v5_0444_641,444,641,"It should be noted that energy from these sources grew by 35.8% versus the previous year because of the greater hydroelectric power generation capacity in Spain linked to increased rainfall, and the installation and operation of micro solar plants in Brazil.",What caused the increase of energy production from these sources?,"the greater hydroelectric power generation capacity in Spain linked to increased rainfall, and the installation and operation of micro solar plants in Brazil",4,the greater hydroelectric power generation capacity in Spain linked to increased rainfall,-0.5603963136672974,0.1868829247406531,True,0.6285714285714286,incomplete,5,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0446_585_beam5,v5_0446_585,446,585,"As a result of these very high standards and relentless focus, we have a strong performance in health and safety.",What explains their strong performance in health and safety?,these very high standards and relentless focus,5,these very high standards,-2.106280565261841,0.0607978647745483,True,0.7272727272727273,incomplete,5,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0447_1393_beam5,v5_0447_1393,447,1393,"Because of the numbers involved and the need to integrate new recruits at salaries comparable to those of existing employees, salaries are adjusted upwards over time to the median salary level. This approach ensures that the pay level of the workforce remains close to the median and is maintained at that rate.",What explains salaries being adjusted upwards over time to the median salary level?,the numbers involved and the need to integrate new recruits at salaries comparable to those of existing employees,5,the numbers involved,-2.632830858230591,0.027676468841239,True,0.2857142857142857,incomplete,5,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0455_1452_beam5,v5_0455_1452,455,1452,The primary bonus metric will be profit-based (e.g. underlying operating profit) with targets set in relation to a carefully considered business plan and requiring significant out-performance of that plan to trigger maximum payments. A minority of bonus will also be earned based on pre-set targets drawn from the Group.,What actions lead to obtaining maximum payments?,targets set in relation to a carefully considered business plan and requiring significant out-performance of that plan,5,targets set in relation to a carefully considered business plan,-0.6249755024909973,0.1461867050854241,True,0.7407407407407407,incomplete,5,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0464_1453_beam2,v5_0464_1453,464,1453,"Response to market changes (agility): As technology and customer needs change, the typical banking model is evolving and as such, operational complexity has the potential to restrict our speed of response.",What do changes in technology and customer bring about?,the typical banking model is evolving,2,"the typical banking model is evolving and as such, operational complexity has the potential to restrict our speed of response",-0.1088933795690536,0.2334470094818777,True,0.4615384615384615,overextended,5,accepted,overextended,screening_method_accepted_after_50_of_50_audit,no,,"Adds a separate sentence, clause, or downstream effect beyond the complete gold answer."
v5_0465_1838_beam5,v5_0465_1838,465,1838,"• We have finalised a new standard for the technological and physical security of all our business units. Implementation has taken more time than expected due to the extent of the new arrangements and the increased scope. However, we are planning to complete implementation for all business units during 2018.",What is the reason the implementation of the new standard has taken more time than expected?,the extent of the new arrangements and the increased scope,5,the extent of the new arrangements,-1.3527007102966309,0.1115806083418865,True,0.7499999999999999,incomplete,5,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0468_574_beam5,v5_0468_574,468,574,"Pre-tax profits continued to increase, reaching £34.1 million (2016: £32.2 million), slightly ahead of the level anticipated at the beginning of the year due to more open market completions in the second half of the year and additional build to rent profit recognition. The gross margin before interest charges of 22.3 per cent and the operating margin before interest of 13.4 per cent were in line with expectations.","What factors drove the continued increase in pre-tax profits to £34.1 million, compared to 2016's £32.2 million, which is slightly ahead of the level anticipated?",more open market completions in the second half of the year and additional build to rent profit recognition,5,more open market completions in the second half of the year,-0.5697868466377258,0.1693895950585047,True,0.7586206896551725,incomplete,5,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0473_158_beam2,v5_0473_158,473,158,The Company is not within the scope of the Modern Slavery Act 2015 because it has insufficient turnover and is therefore not obliged to make a human trafficking statement.,What does the fact that the Company is not within the scope of the Modern Slavery Act 2015 owe to?,it has insufficient turnover,2,it has insufficient turnover and is therefore not obliged to make a human trafficking statement,-0.2359095066785812,0.2350180065957268,True,0.4210526315789474,overextended,5,accepted,overextended,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,"Adds a separate sentence, clause, or downstream effect beyond the complete gold answer."
v5_0476_125_beam2,v5_0476_125,476,125,"Revenues for the year increased by 21.6% to £8.27 million (2016: £6.80 million), with gross profits increasing by 17.8% to £4.01 million (2016: £3.41 million). The improved revenue was due to increased sales of oxo-biodegradable plastic additives in several markets.",What were the consequences of the increase in sales of oxo-biodegradable plastic additives in several markets?,"Revenues for the year increased by 21.6% to £8.27 million (2016: £6.80 million), with gross profits increasing by 17.8% to £4.01 million (2016: £3.41 million)",2,Revenues for the year increased by 21.6% to £8.27 million (2016: £6.80 million),-0.1981595456600189,0.2237746263961895,True,0.6842105263157895,incomplete,5,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a complete, meaningful portion of the gold answer while remaining usable."
v5_0484_390_beam5,v5_0484_390,484,390,"The statutory result for the year after tax, exceptional items and IAS19 interest was a profit of £11.7m (2016: £12.6m). The Group's effective tax rate decreased to 14% (2016: 17%) due to the utilisation of prior year losses and capital allowances.","What is the reason for the decrease in the Group's effective tax rate to 14% this year, compared to 17% in 2016?",the utilisation of prior year losses and capital allowances,5,the utilisation of prior year losses,-1.1719131469726562,0.1259970798703148,True,0.8,incomplete,5,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0488_1846_beam4,v5_0488_1846,488,1846,"These metrics are key determinants of shareholder value creation, because they reflect the effectiveness of strategic investment decisions, the focus on growing our SFI business and the growth in financial value of the whole Group.",Why are metrics essential factors in determining shareholder value creation?,"they reflect the effectiveness of strategic investment decisions, the focus on growing our SFI business and the growth in financial value of the whole Group",4,"they reflect the effectiveness of strategic investment decisions, the focus on growing our SFI business",-0.5461304783821106,0.1908121198971725,True,0.7499999999999999,incomplete,5,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0506_408_beam5,v5_0506_408,506,408,"The Cartagena de Indias Airport has also been affected by the effects of the Avianca strike in 2018. However, as it is less dependent on this airline than the Cali Airport, and thanks to its significant tourist component, it has rapidly recovered domestic routes. Together with the strong growth of international passengers (we highlight the new routes to Orlando by Spirit, San Salvador by Avianca and Miami by American), this has led to overall growth of 14.7%.","Why has The Cartagena de Indias Airport rapidly recovered domestic routes, even though it has been affected by the effects of the Avianca strike in 2018?","it is less dependent on this airline than the Cali Airport, and thanks to its significant tourist component",5,it is less dependent on this airline than the Cali Airport,-0.6983701586723328,0.1553601582438831,True,0.6896551724137931,incomplete,6,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0508_1847_beam5,v5_0508_1847,508,1847,"A number of investment properties that have previously been impaired are in receipt of rental income from independent third party tenants. As a result, £2.2m of impairment against these locations is no longer required and has been reversed (2016: £0.4m charge).",What are the consequences of some previously-impaired investment properties being in receipt of rental income from independent third party tenants?,£2.2m of impairment against these locations is no longer required and has been reversed (2016: £0.4m charge),5,£2.2m of impairment against these locations is no longer required,-0.5771275758743286,0.1609572471198919,True,0.7407407407407407,incomplete,6,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0510_473_beam1,v5_0510_473,510,473,High CEO Board This risk has been reintroduced this year as a result of the on-going challenges in our operating environment and the impact that these external factors may have on our reserves and resources calculation,What factors contributed to the reintroduction of this risk this year?,the on-going challenges in our operating environment and the impact that these external factors may have on our reserves and resources calculation,1,the on-going challenges in our operating environment and the impact that these external factors may have on our reserves and resources,-0.3682965338230133,0.2137536009542843,True,0.9767441860465116,incomplete,6,accepted,incomplete,prior_manual_validation,no,,omits “calculation” from the final object
v5_0510_473_beam4,v5_0510_473,510,473,High CEO Board This risk has been reintroduced this year as a result of the on-going challenges in our operating environment and the impact that these external factors may have on our reserves and resources calculation,What factors contributed to the reintroduction of this risk this year?,the on-going challenges in our operating environment and the impact that these external factors may have on our reserves and resources calculation,4,the on-going challenges in our operating environment and the impact that these external factors,-0.4971792995929718,0.1879058779901358,True,0.7777777777777778,incomplete,6,accepted,incomplete,prior_manual_validation,no,,omits the reserve/resource impact portion
v5_0510_473_beam5,v5_0510_473,510,473,High CEO Board This risk has been reintroduced this year as a result of the on-going challenges in our operating environment and the impact that these external factors may have on our reserves and resources calculation,What factors contributed to the reintroduction of this risk this year?,the on-going challenges in our operating environment and the impact that these external factors may have on our reserves and resources calculation,5,the on-going challenges in our operating environment and the impact that these external factors may have on our reserves,-0.4993428289890289,0.1874997775629265,True,0.9268292682926828,incomplete,6,accepted,incomplete,prior_manual_validation,no,,omits “and resources calculation”
v5_0515_1840_beam2,v5_0515_1840,515,1840,"AISC of US$803 per ounce sold was 10% higher than 2016 (US$733/oz) primarily due to higher cash costs as explained above (US$88/oz) and the impact of the lower production base (US$51/oz), partly offset by lower capitalised development costs (US$45/oz) and lower sustaining capital expenditure (US$18/oz).","What caused the AISC to increase to US$803 per ounce sold, which is 10% higher than the 2016 cost of US$733 per ounce?",higher cash costs as explained above (US$88/oz) and the impact of the lower production base (US$51/oz),2,higher cash costs as explained above (US$88/oz),-0.4972896575927734,0.220310492238101,True,0.6086956521739131,incomplete,6,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0516_1839_beam4,v5_0516_1839,516,1839,"The ramp up of the entire plant has been successful due to the experience of our in-house construction team and SENET, our EPCM engineering contractor. The Company is pleased to report that Yanfolila has a 95% Malian work force, with the supervisors and control room operators having been recruited",What led to the ramp up of the entire plant to be successful?,"the experience of our in-house construction team and SENET, our EPCM engineering contractor",4,the experience of our in-house construction team,-1.1111434698104858,0.1711945517260556,True,0.7000000000000001,incomplete,6,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0518_1974_beam5,v5_0518_1974,518,1974,"Finance expense increased due to the increased amount of debt and the refinancing during the period. The increase debt reflects the portfolio acquisition in March 2017, with the assumption of £69.4m of bank borrowing and some £35.7m of Zero Dividend Preference shares (""ZDP"") and the £35.7m of additional borrowings.",What drove the increase in finance expense?,the increased amount of debt and the refinancing during the period,5,the increased amount of debt,-1.5443012714385986,0.0849117221806094,True,0.625,incomplete,6,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0521_6_beam4,v5_0521_6,521,6,"The Commercial COR of 93.4% benefitted from low weather- related claims costs. The COR was 5.3 percentage points lower than 2016, primarily due to higher prior-year reserve releases following favourable development on liability classes and the non-repeat of the Ogden charge of £24.8 million incurred in 2016.",What reason is behind the COR being 5.3 percentage points lower than in 2016?,higher prior-year reserve releases following favourable development on liability classes and the non-repeat of the Ogden charge of £24.8 million incurred in 2016,4,higher prior-year reserve releases following favourable development on liability classes,-0.6031053066253662,0.1763556327198807,True,0.6060606060606061,incomplete,6,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0523_665_beam5,v5_0523_665,523,665,"The Group’s objective is to become the benchmark in the sector and the first choice for customers and users, as a result of the quality of its products and the service excellence in all its activities.",What fosters the Group's exceptional positioning of the Group in the industry and public opinion?,the quality of its products and the service excellence in all its activities,5,the quality of its products,-1.4356883764266968,0.0860493864559337,True,0.5555555555555556,incomplete,6,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0527_1296_beam3,v5_0527_1296,527,1296,"As has been announced previously, the acquisition of Colt has not met the Board's expectations. The goodwill and associated intangible assets of £6.1m has therefore been impaired to £nil and a further impairment of 0.2m against Property Plant and Equipment has been recognised.",What was the effect of the acquisition of Colt not meeting the Board's expectations?,The goodwill and associated intangible assets of £6.1m has therefore been impaired to £nil and a further impairment of 0.2m against Property Plant and Equipment has been recognised,3,The goodwill and associated intangible assets of £6.1m has therefore been impaired to £nil,-0.3639195263385772,0.1943585644562741,True,0.6666666666666666,incomplete,6,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0529_361_beam1,v5_0529_361,529,361,Prior year adjustments totalling £4.4m arise primarily from adjustments to amounts provided following the filing of tax returns and as a result of the expiration of statutes of limitations and closure of tax authority audits.,What factors primarily explain why the prior year adjustments totaling £4.4 million arose?,adjustments to amounts provided following the filing of tax returns and as a result of the expiration of statutes of limitations and closure of tax authority audits,1,adjustments to amounts provided following the filing of tax returns and as a result of the expiration of statutes of limitations,-0.3499585390090942,0.2312021336425775,True,0.8750000000000001,incomplete,6,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0536_1316_beam5,v5_0536_1316,536,1316,"Textile Printing using digital inkjet technology is growing fast due to rapid shifts in consumer expectations such as fast changing fashion seasons, and the requirement to reduce waste and pollution. This drives the need for new, digital printing processes which are capable of delivering short print runs quickly, economically and in a more environmentally friendly way.",What factors drive the fast growth in textile printing using digital inkjet technology?,"rapid shifts in consumer expectations such as fast changing fashion seasons, and the requirement to reduce waste and pollution",5,rapid shifts in consumer expectations such as fast changing fashion seasons,-0.6785323023796082,0.1457418115132476,True,0.6666666666666666,incomplete,6,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0548_1630_beam4,v5_0548_1630,548,1630,"This increase is largely due to the inclusion of emissions from Metro, Salford Quays, Manchester (acquired during 2016). The new site is a significant consumer as it is the third largest office in the portfolio by floor area.",What is the reason behind this increase?,"the inclusion of emissions from Metro, Salford Quays, Manchester (acquired during 2016)",4,the inclusion of emissions,-2.765631437301636,0.0441042130297356,True,0.5,incomplete,6,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits the causal or explanatory tail needed to complete the gold answer.
v5_0551_894_beam1,v5_0551_894,551,894,"As part of this review the Committee reviewed the potential threats to auditor independence as a result of: • auditor self-interests, being those areas where the auditor may have a financial or other interest in the Company; • auditor self-review, being areas where the results of non-audit services are reflected in the amounts included or disclosed in the financial statements; and • Other threats, such as familiarity and intimidation.","What are the factors accounting for the potential threats to auditor independence, given the Committee's review?","auditor self-interests, being those areas where the auditor may have a financial or other interest in the Company; • auditor self-review, being areas where the results of non-audit services are reflected in the amounts included or disclosed in the financial statements; and • Other threats, such as familiarity and intimidation",1,"auditor self-interests, being those areas where the auditor may have a financial or other interest in the Company; • auditor self-review, being areas where the results of non-audit services are reflected in the amounts included or disclosed in the financial statements",-0.1309348195791244,0.2637040808257829,True,0.8791208791208791,incomplete,6,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0555_103_beam3,v5_0555_103,555,103,"A share-based payments charge of £4.5m (2016: £2.5m) was recognised during the year, including national insurance costs ('NI') on potential employee gains where applicable. The year-on-year increase in the charge was primarily due to further awards made in June 2016 under the Performance Share Plan and the Deferred Annual Bonus Plan as well as the full-year impact of the Sharesave scheme launched in September 2015.",What factors contribute to the year-on-year increase in the charge?,further awards made in June 2016 under the Performance Share Plan and the Deferred Annual Bonus Plan as well as the full-year impact of the Sharesave scheme launched in September 2015,3,further awards made in June 2016 under the Performance Share Plan and the Deferred Annual Bonus Plan,-0.2359814047813415,0.2165070823748545,True,0.7083333333333333,incomplete,6,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_0559_1287_beam5,v5_0559_1287,559,1287,Absolute emissions have increased due to acquisitions in the period and the inclusion of the full year impact of previous acquisitions. The intensity ratio has decreased as a result of increased focus on electricity and fuel usage coupled with the Group' s increased revenue.,What caused absolute emissions to increase?,acquisitions in the period and the inclusion of the full year impact of previous acquisitions,5,acquisitions in the period,-1.619867205619812,0.0680904975960498,True,0.4210526315789474,incomplete,6,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
